idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
1509,364,11,1320,1859,1686,841,1657,1103,483,1713
1510,1294,1382,46,1408,1878,369,1283,208,534,1458
1511,1361,1139,1765,372,1719,1031,855,636,274,1337
1512,223,1348,1879,313,1413,1549,178,892,530,984
1513,1748,280,1772,238,1354,732,1863,1021,1130,1822
1514,1308,554,1197,348,435,470,2005,881,155,243
1515,336,1406,933,883,1412,712,1414,379,145,988
1516,1832,1319,1315,1291,254,1590,1493,64,465,2136
1517,237,1795,1800,822,1135,93,360,1328,1550,1581
1518,1255,355,1085,1641,1988,257,1703,1245,830,574
1519,920,829,322,962,280,505,96,764,575,2126
1520,1698,1353,2099,568,1193,1628,49,1810,760,1065
1521,988,1159,1845,616,1931,912,1787,706,1320,83
1522,1029,43,1088,428,1974,1416,1900,1687,591,419
1523,1948,887,375,392,38,1784,1281,1998,1708,1870
1524,999,964,339,1770,1729,1981,2014,1270,381,304
1525,1466,198,1282,20,240,54,164,239,934,612
1526,625,2061,220,1126,2049,1295,1740,824,1621,246
1527,1231,79,578,1220,1201,754,1370,1454,1553,2011
1528,9,840,275,1586,2065,1426,198,726,1529,591
1529,1124,1521,1674,2090,855,1747,1353,1255,643,44
1530,245,755,966,746,2130,2087,927,227,1441,1855
1531,306,1749,436,18,61,1532,199,146,456,560
1532,1397,1148,1244,753,1815,1814,517,1877,997,1926
1533,163,1074,1317,1574,1252,1617,858,1522,1745,65
1534,117,1105,1106,661,91,946,1154,1311,887,1689
1535,590,639,798,425,1712,400,809,1705,1129,1120
1536,1069,1985,947,643,453,1985,670,591,402,1344
1537,1240,385,1135,1797,642,785,736,29,1607,449
1538,1140,664,487,1094,1287,1180,1183,1112,126,808
1539,1299,2130,916,412,96,573,1238,283,1123,1994
1540,1714,127,1969,172,1192,1422,595,2106,143,157
1541,1106,494,1026,1521,772,1997,881,16,1222,67
1542,874,1772,1719,2120,1605,873,161,644,4,1947
1543,631,2075,1199,430,1811,523,1682,1439,2048,1234
1544,962,111,1095,718,702,1972,1890,1682,675,325
1545,1070,702,1936,1478,713,2037,258,405,158,1048
1546,851,1455,1929,1092,1647,1859,691,906,314,1606
1547,44,1718,1742,1630,1396,2043,702,1646,628,217
1548,178,1723,1385,2004,257,175,1766,1233,220,910
1549,1960,828,533,337,1494,1799,296,1137,769,885
1550,238,1024,617,1450,599,883,2066,1649,1178,883
1551,271,1805,873,135,661,1134,1055,1165,1583,891
1552,708,1605,9,1150,1221,872,653,1741,542,2096
1553,2045,874,399,1272,403,2070,1546,396,67,867
1554,911,799,305,1270,1540,960,1484,1697,1079,672
1555,1330,1850,1894,1097,2007,208,79,722,919,1551
1556,55,1716,977,794,1365,602,479,772,1363,977
1557,1428,126,317,1334,1492,181,823,112,434,1538
1558,725,1811,602,869,1079,458,681,907,1771,1866
1559,1780,1465,17,899,1953,830,732,552,1589,1631
1560,837,2080,1144,175,1636,391,184,1146,432,1519
1561,1082,1012,893,2021,117,783,946,1465,1005,1800
1562,1626,110,1377,507,496,351,570,632,106,639
1563,528,1558,1705,1428,1371,1897,847,1340,961,547
1564,400,1511,1226,1711,929,395,1447,2094,1028,725
1565,188,1144,415,2020,1519,654,1646,1832,1433,1470
1566,57,1506,1703,1236,856,477,245,1090,682,365
1567,1392,579,1456,922,1036,1858,1119,40,115,906
1568,361,1509,1686,1407,1707,1212,241,1876,2024,1072
1569,2106,318,1691,571,1156,1508,1517,931,2050,831
1570,1651,879,39,473,1998,484,1266,924,1964,654
1571,1941,1876,1979,1501,339,1283,276,385,1945,2054
1572,853,289,738,773,433,421,1940,44,1932,2019
1573,635,1176,1630,1385,1242,535,582,129,2072,1992
1574,1072,2060,72,257,424,1351,1994,922,96,102
1575,1125,371,679,1384,1881,918,971,947,1150,662
1576,1043,123,1906,832,1022,1854,192,257,1877,2041
1577,736,2125,700,1959,1864,1587,585,647,1981,111
1578,1337,1064,768,1728,892,404,1391,1989,1272,1406
1579,1545,611,710,2132,440,717,242,2006,304,1424
1580,82,1727,1490,1345,1803,1612,749,408,1936,1030
1581,2108,258,810,1642,2055,1175,1635,1861,160,675
1582,1669,1552,1140,93,1520,2094,1505,1845,1217,212
1583,2076,1220,1836,43,1681,1467,1114,615,1498,1516
1584,980,87,827,1772,103,1554,504,2083,1426,1106
1585,1135,339,1743,942,76,315,772,938,1316,154
1586,501,1767,1293,436,1829,237,1037,624,1275,2114
1587,483,452,861,1560,571,33,1355,1622,648,965
1588,1673,511,1927,1454,1012,15,419,1538,1146,1709
1589,433,322,1219,1410,1999,1075,1422,1389,1542,1990
1590,1624,997,1664,637,1768,1609,1186,863,728,862
1591,1365,1190,163,980,1467,2098,1563,579,993,1502
1592,466,1061,630,1577,1248,265,1814,438,1882,1152
1593,399,39,1559,296,1558,1931,105,959,316,1366
1594,407,937,597,210,1788,1338,1761,1071,1860,987
1595,275,1146,10,1884,890,737,1063,1797,195,161
1596,85,2054,660,967,576,601,64,1753,862,949
1597,1731,935,1649,1999,968,814,1673,539,789,1721
1598,567,848,942,1557,377,1413,1336,1316,1803,1810
1599,1323,1594,1479,607,265,328,44,411,1386,1038
1600,791,807,1347,475,1754,406,1770,1983,1843,1540
1601,222,762,491,688,731,1138,1965,165,1497,6
1602,1604,1050,603,1713,234,2017,414,244,2135,1240
1603,315,525,844,1787,550,1298,1747,489,1899,1019
1604,1525,2098,2,1860,114,213,128,2047,1683,2065
1605,2044,564,780,1891,1485,1465,2038,1840,14,2045
1606,2095,1896,20,877,603,1750,1677,380,1965,544
1607,885,1238,403,1956,367,1290,1601,1425,357,1447
1608,2134,2114,280,427,1770,376,1153,885,532,1254
1609,1499,1164,1802,2068,720,765,2052,1273,1319,293
1610,827,1252,554,835,331,1706,1038,1684,379,652
1611,1421,754,2094,1764,1717,978,1453,873,12,616
1612,594,398,208,6,304,119,1610,237,1943,1336
1613,441,1520,1417,1749,631,1455,362,184,882,155
1614,1401,715,2089,2024,1360,1593,1709,594,2001,785
1615,1617,681,1065,1030,1394,1722,272,1053,1102,71
1616,1844,285,1561,24,161,419,641,1488,1670,1045
1617,1934,2070,1676,1717,1826,498,1185,2133,1310,596
1618,328,451,1260,702,1451,800,1057,943,1221,1342
1619,213,1702,883,143,1430,107,516,15,1706,530
1620,913,152,729,1825,1922,1153,1708,839,1646,54
1621,552,566,551,1200,793,1002,1033,1444,348,515
1622,1825,666,183,1924,1530,1671,1628,1254,1395,1579
1623,1771,129,1634,947,77,543,1772,758,1772,2077
1624,1405,1914,1059,1540,376,1223,1084,1098,914,1179
1625,1816,966,2075,1669,624,892,1045,1150,1204,1126
1626,629,1554,921,959,1961,1241,16,883,1580,1605
1627,420,1265,1497,595,1937,412,317,777,733,1069
1628,1093,1996,2055,1086,45,1887,1354,1516,1810,1514
1629,1898,434,1278,1882,1439,1884,1554,1376,1746,1157
1630,2121,2111,1436,1826,42,1356,1732,1235,1210,1819
1631,527,641,1673,1535,952,1187,2079,847,277,476
1632,1277,1700,1918,945,1981,316,1136,953,640,148
1633,1088,225,1440,1176,863,1877,1630,481,1543,1608
1634,1193,421,1012,1940,665,347,469,1930,1986,784
1635,309,962,1407,1990,760,589,1448,1653,1428,1426
1636,1754,770,1671,322,1782,1548,436,47,1267,1489
1637,348,1072,1098,1893,2070,1614,1500,1246,859,2101
1638,1812,1078,1005,665,538,1492,1445,507,1431,1460
1639,1386,1372,319,1376,743,136,1528,1590,1608,1719
1640,1919,1721,2018,1125,2048,2095,1755,549,1674,617
1641,1016,219,2059,1367,188,1276,667,1910,2064,1118
1642,134,1438,681,791,87,2110,932,133,748,1786
1643,531,192,198,1967,1037,432,506,1101,871,1919
1644,1179,2017,2051,72,1425,1,1854,267,1141,1474
1645,839,559,303,1606,2035,876,733,714,540,1105
1646,291,1535,1400,1087,1554,756,1233,803,327,1357
1647,498,346,1316,54,371,250,1973,729,1443,1009
1648,460,1947,1013,1704,1548,998,1250,1908,309,1265
1649,1636,183,549,46,1153,1583,1117,1714,2108,1814
1650,931,858,23,1878,2108,787,65,2035,135,1831
1651,588,485,278,2033,70,1528,1330,281,2120,1834
1652,1474,912,98,377,147,816,1145,1885,520,1332
1653,281,1892,1205,1578,175,1461,1483,378,149,1793
1654,1173,144,701,2036,156,1463,2081,1752,826,1210
1655,1532,684,1692,1678,1444,1331,1930,2105,1081,85
1656,1215,719,476,1735,1423,1411,2020,563,1239,520
1657,69,302,574,1876,1319,529,726,1267,2129,1436
1658,1382,598,2010,1425,635,870,1468,1227,79,2092
1659,1647,645,668,658,1849,825,800,1161,112,1348
1660,233,393,1475,1555,1660,1024,1200,89,915,758
1661,1363,1094,13,2063,889,338,22,1083,1778,100
1662,2080,105,1920,1137,750,1729,1298,1243,1881,2057
1663,535,1193,874,2049,356,346,2103,766,1629,956
1664,1664,882,1755,378,1887,1225,2131,1888,2015,1277
1665,1037,567,1986,1281,777,1957,864,82,198,1482
1666,546,230,1828,860,1250,811,1742,1486,589,2121
1667,930,2,483,1991,1304,1521,1306,543,1279,1700
1668,1740,75,301,1782,1985,1250,1372,1142,526,482
1669,2079,804,177,1219,375,931,348,1823,366,1878
1670,91,1595,1053,576,452,2089,46,1537,1516,2081
1671,750,1927,1330,1514,1284,144,1296,1224,221,1168
1672,1842,412,1397,814,1804,1567,474,689,127,128
1673,377,787,158,923,83,1804,1521,1979,1056,489
1674,1104,1889,1142,1010,1889,958,1623,94,313,768
1675,1756,1075,536,1745,930,1840,1314,206,36,1959
1676,1852,1801,646,384,827,790,1559,776,325,2014
1677,1989,510,661,1107,1747,1279,1666,97,2030,402
1678,1854,745,1242,1039,846,1797,415,1435,568,1137
1679,817,1508,917,1748,251,2083,1289,1251,1554,1633
1680,1388,231,579,818,739,2124,1303,189,1437,1033
1681,1009,443,1345,1902,2087,1079,1964,70,2037,137
1682,1747,251,975,1054,1438,77,1328,949,336,663
1683,1123,1587,1677,1470,972,241,779,1322,137,1595
1684,937,173,291,1914,1860,738,1439,1859,1940,403
1685,1611,1620,580,2109,1760,173,274,193,1286,1556
1686,1814,551,2100,881,1070,1765,1722,1934,1901,263
1687,801,1122,1833,2002,181,1449,1427,868,1369,1042
1688,279,1229,634,1568,202,299,2108,1217,1078,1112
1689,1221,1201,362,1383,1108,1562,1411,391,388,433
1690,367,1651,132,1424,1917,1207,487,1523,562,1294
1691,1758,234,825,1687,2063,973,345,467,1623,1050
1692,383,712,524,1063,567,158,1958,593,2110,1622
1693,1745,241,1570,2121,1585,1744,291,1018,1525,625
1694,408,1383,109,1536,372,364,728,537,1807,1321
1695,345,701,2088,1170,159,301,465,1043,656,1374
1696,612,990,953,913,526,1012,980,1698,393,669
1697,38,460,277,583,1499,956,1146,147,685,1976
1698,1201,1649,1434,1323,1943,1126,222,2008,1482,1449
1699,327,965,689,148,2051,657,215,1279,1255,278
1700,1594,1358,1044,355,2114,724,734,780,175,329
1701,1075,1223,235,464,295,1171,1335,433,70,370
1702,1216,1969,1675,88,205,865,1180,1691,841,1731
1703,1079,1436,1159,2058,267,1938,1714,1751,1927,1585
1704,862,71,1192,495,78,1830,834,1783,1446,227
1705,1115,875,751,1583,1140,1676,869,1334,1415,1767
1706,181,1001,733,936,836,995,1873,166,1790,1734
1707,1339,430,996,1625,135,1851,1935,1191,2138,1266
1708,87,1553,608,1397,1426,1137,884,450,241,1525
1709,831,782,1418,1640,2000,779,1577,377,1556,320
1710,1364,2013,1145,0,290,727,2087,53,25,1425
1711,733,2052,2065,13,1032,861,145,1724,136,124
1712,1592,423,767,1845,810,763,652,1116,1464,142
1713,1362,115,1752,1948,1796,1819,1327,339,199,1854
1714,394,2117,1103,751,2100,1334,1243,1926,1637,692
1715,149,601,316,23,1756,1464,960,300,1801,1776
1716,1559,771,906,1106,361,769,2011,1221,265,789
1717,192,275,490,330,1649,1999,37,1809,88,86
1718,963,544,459,2029,1353,2108,617,1466,1133,1008
1719,1013,1984,1956,1837,2002,805,1683,224,1538,452
1720,1954,1128,83,710,1810,420,923,310,394,2088
1721,1608,83,1252,351,194,1432,1645,1693,641,164
1722,240,6,21,857,1056,1632,452,222,448,1772
1723,2085,2093,762,447,732,1424,1405,173,1411,983
1724,1507,1978,336,147,111,1680,246,852,719,631
1725,1879,1392,897,1247,1501,76,942,1969,979,1639
1726,1458,758,85,496,947,1879,1341,194,32,1355
1727,712,178,448,784,2090,846,107,1660,1299,853
1728,760,1632,643,1042,1892,1130,1481,1293,1061,253
1729,1225,453,1003,1848,72,845,82,509,1238,936
1730,1593,102,1087,411,549,28,679,800,718,1888
1731,1260,1565,1483,1803,444,1015,861,927,1513,393
1732,172,1732,1844,465,905,1178,2058,1743,1355,1429
1733,412,635,1921,1409,1299,1832,1421,1034,1051,1961
1734,916,1275,659,834,2078,442,519,555,1760,796
1735,520,1384,295,1613,2029,2103,176,178,803,1292
1736,523,1375,1049,1147,1234,114,1812,1891,1863,401
1737,889,2047,425,239,1486,985,1664,1586,1521,357
1738,592,1881,1768,987,1185,947,305,1866,1349,87
1739,417,1305,525,1785,2122,224,1135,327,1606,1985
1740,15,1818,1341,848,1607,203,1836,1003,1909,436
1741,437,1939,1599,663,616,1911,1917,12,1350,1735
1742,1907,380,867,1214,1217,141,738,749,730,525
1743,753,276,1977,162,1343,1268,1819,442,1186,1351
1744,376,1088,1402,990,1518,1872,1579,685,1206,1041
1745,1127,1566,1495,552,1806,735,1227,291,1421,940
1746,1646,624,952,1007,1029,1077,1721,156,702,1849
1747,1856,1360,1803,187,844,1429,1730,768,947,1867
1748,231,783,273,919,1011,135,15,1544,48,503
1749,1737,597,980,48,347,394,1487,590,1784,384
1750,1722,1018,1002,1103,66,908,1393,2048,1686,1087
1751,771,1323,1416,559,461,1394,231,1999,1792,1702
1752,1423,644,989,870,330,806,1385,1554,1196,251
1753,1928,480,741,485,1366,1996,1350,734,1038,1148
1754,504,499,223,735,1601,1222,821,610,287,585
1755,1811,1388,2050,653,2010,1375,1356,908,2137,1098
1756,681,1512,184,1287,1051,514,1269,1489,363,1021
1757,107,1239,995,752,812,178,608,1283,1012,1227
1758,1994,2095,764,1420,861,747,836,1036,449,1121
1759,1517,1042,485,1204,438,897,167,735,1456,1966
1760,961,57,1200,1027,244,1459,1649,2096,512,848
1761,928,1020,1117,872,1283,1361,1058,1097,2074,1054
1762,1408,1054,836,1158,498,281,1248,619,444,1194
1763,1257,621,256,1881,1752,1624,1636,546,821,1068
1764,1129,1051,50,1955,169,254,20,306,1976,1183
1765,915,1069,1679,1780,1478,2112,138,1710,367,1160
1766,1169,413,1267,219,18,16,709,142,423,593
1767,404,2107,2020,1843,408,834,1340,732,94,1853
1768,905,2034,1433,224,2115,1349,1052,1626,1605,1708
1769,24,649,146,1594,51,533,80,1091,1430,1097
1770,530,379,1644,1744,816,393,498,2114,2085,1310
1771,1313,2115,1183,889,919,934,677,1338,132,1820
1772,703,1187,1781,1672,449,2106,224,752,1982,827
1773,1582,232,1450,1631,1479,57,1751,1899,1313,101
1774,1616,299,665,400,921,1914,658,1487,781,1696
1775,10,1334,2017,1582,266,683,1098,1746,1071,1999
1776,303,1821,37,2084,110,1576,892,1726,612,586
1777,72,1262,219,271,862,1717,1558,679,1665,211
1778,1473,647,70,292,1651,1074,1896,1084,1218,795
1779,922,1184,756,1136,1656,639,1398,2055,1837,842
1780,1286,1098,1907,893,104,283,1808,782,1592,1529
1781,1492,950,888,1429,164,561,1338,787,26,1788
1782,1048,1900,1668,1226,726,375,509,1196,371,1341
1783,1915,208,892,2047,1215,1177,1698,991,710,41
1784,653,746,450,380,1463,1203,412,1382,424,1236
1785,1205,1163,510,655,880,314,1871,301,1230,1476
1786,521,2036,1502,274,186,1490,444,100,1490,1214
1787,1763,561,1882,1978,1783,1481,1144,451,1912,948
1788,908,1617,153,1315,1336,672,70,1842,427,1641
1789,826,261,1739,1741,781,1317,651,312,1889,93
1790,1902,640,753,1564,146,1625,90,788,1865,1781
1791,840,1638,1432,1443,1132,1966,624,428,807,1229
1792,63,899,367,929,618,1176,1277,1051,252,1508
1793,416,1496,1393,1832,1582,1675,1054,487,1423,477
1794,1182,311,606,578,472,520,909,1760,1688,1897
1795,1654,1518,255,902,1159,1874,1424,856,171,539
1796,76,1096,232,717,690,1199,1312,144,758,1662
1797,110,1841,790,120,1694,2001,2025,1135,324,1939
1798,1282,1182,1257,75,518,1251,1346,1843,1544,1685
1799,1374,761,1681,750,2016,1835,816,1950,1247,113
1800,994,28,1501,130,1692,1721,1975,921,704,1874
1801,1153,1249,237,1830,560,478,306,595,403,1648
1802,857,201,331,1026,387,1122,659,1050,1726,671
1803,879,1677,1957,1047,1925,1841,1027,28,1962,938
1804,446,677,1047,58,1139,1316,1440,635,87,523
1805,812,2028,1697,879,595,2115,207,1608,608,373
1806,268,1111,907,629,649,1114,917,249,1742,993
1807,1863,967,311,2073,1178,1542,998,1272,1112,345
1808,640,1729,1147,782,1802,1352,429,562,2106,2040
1809,25,1529,1902,33,1851,620,427,1008,1402,1511
1810,1024,1551,1613,506,1465,661,398,996,1113,607
1811,511,145,678,1373,1919,1473,329,1286,1180,1701
1812,1416,469,1322,491,668,2128,698,403,548,1711
1813,1800,1888,663,1300,1510,1471,572,799,1067,857
1814,1578,352,2098,1895,1383,646,283,130,1481,1421
1815,581,1217,199,1207,1171,572,1425,596,120,1757
1816,1837,2032,2086,1576,1738,199,990,2084,1979,527
1817,1407,1867,2022,671,1046,980,155,1275,1486,1189
1818,106,1429,299,320,1633,1409,1924,132,1447,236
1819,219,1162,2121,1723,63,719,74,157,894,195
1820,1162,222,1027,1872,605,1974,757,1017,468,2004
1821,746,1903,84,2062,245,1574,1522,631,672,2005
1822,727,1548,972,1648,212,1585,1005,1729,187,139
1823,1369,1808,1236,625,1532,367,587,1951,595,2061
1824,1244,1581,1916,1325,1962,584,126,500,174,576
1825,1085,1673,407,1532,1725,722,951,1000,1143,919
1826,1059,710,2021,116,1089,1478,878,1964,2130,438
1827,2094,1561,1362,1931,1690,540,1956,219,1259,1385
1828,48,1586,1202,1868,757,370,234,1297,1561,1865
1829,410,576,438,59,1581,994,2041,282,1903,2070
1830,269,1415,1041,565,1060,1831,1352,1258,1403,431
1831,1184,992,1796,1194,2041,905,1760,2082,1373,1129
1832,1864,1962,1544,1997,1416,1665,1511,1927,873,499
1833,1849,932,1555,1553,615,23,117,871,98,691
1834,1757,704,44,310,1591,366,566,1565,1534,1071
1835,1721,1390,1831,1520,427,1807,1830,966,268,1872
1836,1867,446,1684,567,970,1801,1704,1138,707,954
1837,1380,2091,1029,1818,65,1653,376,1709,1460,556
1838,1511,1709,1270,774,1912,417,2057,652,2068,971
1839,405,917,1409,660,1944,1681,1707,1032,258,58
1840,1753,705,635,457,298,987,903,684,1008,1913
1841,909,2065,1508,770,1837,1042,674,1013,547,595
1842,1395,798,718,303,790,490,1015,504,2054,166
1843,1791,394,2060,1551,658,105,1495,2063,1354,291
1844,788,1087,1851,1221,184,1052,759,1672,1483,1534
1845,1419,96,1102,448,1638,1314,1,1525,1124,1197
1846,1096,774,2106,648,59,1407,1226,738,1591,1345
1847,2040,65,1484,2008,776,155,1587,1276,2044,798
1848,919,2041,1817,169,1795,1456,95,781,1054,1298
1849,123,1995,1254,941,653,1105,694,362,800,1955
1850,948,2094,1375,1650,14,1563,480,2135,354,151
1851,468,1080,1018,418,341,1462,977,645,1468,1117
1852,1548,135,1138,193,2097,1763,1931,1154,1432,378
1853,1992,2134,627,1889,211,245,2037,1695,464,2059
1854,214,161,1094,900,1959,1154,647,612,1401,1187
1855,419,582,1247,811,1254,167,1111,809,1548,2099
1856,553,1624,1944,297,1592,640,2021,2029,1504,1787
1857,1320,1241,200,304,467,1577,492,1110,725,759
1858,1596,821,1931,2042,1350,1668,393,517,1382,1196
1859,870,159,1,1944,191,1329,747,430,742,1128
1860,1340,625,1567,606,411,660,1206,577,1850,1293
1861,1110,653,18,709,1049,866,1455,681,207,1748
1862,1718,1585,266,1458,224,1149,334,1581,1997,524
1863,77,166,773,733,755,701,185,778,1993,1803
1864,1957,1034,1357,499,344,1793,66,1987,986,382
1865,790,1231,1554,1479,2047,1477,331,614,173,1993
1866,485,189,16,820,1663,90,2076,755,1830,2072
1867,1630,891,1240,2022,1986,455,28,1173,472,1066
1868,335,354,1914,1734,154,62,280,374,1096,526
1869,1859,91,1182,865,270,804,424,1290,795,1578
1870,1961,921,640,225,1123,1434,1921,1905,1659,766
1871,1146,321,1207,804,2105,662,5,2036,435,1710
1872,503,1271,2025,954,1794,1242,2123,1694,1296,750
1873,1908,1070,760,2065,870,1195,38,86,28,1770
1874,645,373,1148,1673,2084,1289,1816,508,342,1150
1875,467,1646,522,1730,493,854,411,422,1565,1339
1876,2052,342,1864,2039,1281,1597,1548,838,242,1138
1877,813,1796,406,1548,100,358,2120,14,516,1981
1878,779,1938,1748,1191,821,1808,889,751,1165,1055
1879,1335,1851,1809,1984,551,526,900,98,660,234
1880,976,724,274,827,1598,2075,1242,1960,245,1116
1881,816,1754,1723,1342,594,922,1191,1310,1558,225
1882,728,759,1371,114,1279,1417,1718,1892,1897,1399
1883,326,1259,1661,1289,1852,807,1030,1480,1725,1287
1884,1576,508,1670,141,722,1382,961,893,1,637
1885,1521,1171,1949,1203,530,423,914,2091,240,2051
1886,560,2072,414,182,1971,1857,540,1564,1099,1974
1887,1640,1922,1431,1095,660,755,801,345,958,1389
1888,81,170,245,605,454,1266,723,1706,909,1496
1889,1546,846,1496,282,1787,1915,1079,1182,340,823
1890,1796,496,47,619,1595,304,1665,930,190,399
1891,264,1322,2137,698,479,1210,964,1192,476,726
1892,1387,1810,1369,1357,1453,1795,373,431,878,92
1893,228,1771,728,1939,1338,2102,69,1727,1302,295
1894,1156,979,1885,1102,1025,954,1557,827,964,1354
1895,646,918,576,2015,1899,1377,45,125,1891,950
1896,1539,1706,81,808,513,68,599,897,1739,2093
1897,1053,825,162,584,1296,757,603,1349,1094,1717
1898,678,2055,974,572,1328,634,1181,1817,1170,1804
1899,1142,1686,1713,1480,333,1704,1202,381,1663,741
1900,65,1908,932,402,610,2016,397,496,824,1632
1901,2088,1117,308,996,719,206,573,503,614,1937
1902,1196,883,437,1896,1040,968,379,1938,1171,461
1903,2024,1958,555,1347,1579,26,1602,1547,2045,708
1904,346,976,583,1883,1138,809,1769,1077,1033,418
1905,1035,1760,628,1084,1984,1951,1765,2067,412,1794
1906,1,2005,1472,1958,1644,993,358,627,833,1669
1907,888,691,535,1509,1976,482,1292,1541,474,309
1908,555,2008,631,424,1066,777,148,1699,729,1012
1909,921,146,859,850,1935,1701,1901,2005,929,614
1910,1700,839,658,1171,963,2057,510,1872,1676,821
1911,273,1191,1126,793,1924,1936,1143,1574,1960,407
1912,427,914,1170,251,1732,579,108,1143,80,1091
1913,200,1481,1461,433,789,837,560,177,178,1513
1914,316,1949,1410,2128,192,1112,1643,573,1795,642
1915,968,1831,889,2133,429,781,1748,1361,416,882
1916,2096,59,1669,1122,1125,1535,841,866,2102,2023
1917,359,2131,586,626,369,1667,1705,941,1152,1682
1918,679,631,296,868,1052,1655,1508,2037,1890,1900
1919,475,1597,2108,215,522,1611,447,17,1895,1367
1920,1964,672,494,2118,1375,630,1550,875,701,2052
1921,1897,1130,1124,830,1346,1776,1565,770,1111,1640
1922,1627,86,582,1068,1956,587,1107,1375,853,877
1923,1446,437,1702,1858,88,220,1915,1871,880,1588
1924,164,1610,564,1188,868,1011,1861,1677,1766,629
1925,872,2067,2085,1250,899,441,2027,2101,1368,1720
1926,757,1278,2104,1879,1866,1484,1660,651,1250,1687
1927,251,1590,965,1892,528,1280,1395,1114,1318,565
1928,20,773,1525,41,1169,663,2034,1953,1053,1604
1929,740,2048,886,1266,1818,1007,2095,1133,1175,1165
1930,815,156,91,1395,1597,941,106,2129,493,300
1931,2008,488,2009,4,2116,856,1442,1911,1182,649
1932,906,1890,600,1844,22,1150,865,987,1309,330
1933,457,1635,1030,387,561,440,1519,22,968,279
1934,397,1233,2134,1265,1417,1825,922,747,1103,567
1935,1725,1244,890,1417,1941,753,1572,1986,1177,1370
1936,719,1251,0,1701,1235,802,24,1995,694,395
1937,218,119,1245,2011,1302,1689,2053,805,1474,833
1938,99,271,1388,720,839,1104,1205,1373,2004,467
1939,1781,2106,1965,656,1418,748,131,817,1915,1823
1940,145,1444,2131,1715,508,1778,1029,280,64,731
1941,587,1842,93,1740,782,606,410,861,1667,1285
1942,759,397,1311,1572,1005,2130,1530,2060,330,788
1943,1460,1826,36,673,2026,1656,500,1220,957,375
1944,1015,1688,691,992,2006,1245,91,11,1831,1954
1945,1491,1897,1971,1154,971,1760,1845,470,6,2075
1946,776,915,1231,371,9,1605,71,151,1757,845
1947,1821,813,324,514,2021,940,1329,1555,609,968
1948,637,756,69,516,951,2038,965,937,592,1674
1949,1853,464,2063,1570,148,1787,244,1748,683,676
1950,1635,619,1926,1791,1593,344,654,1611,1397,2120
1951,1270,200,1982,1437,1064,1846,675,671,2089,1980
1952,1234,1680,913,551,866,2080,190,1329,888,1628
1953,140,796,1229,1870,1440,123,2012,1206,164,519
1954,626,1526,1193,856,1251,887,374,1088,1835,108
1955,1247,262,97,298,1872,1124,574,570,389,1528
1956,518,1068,1820,1434,1668,1140,1324,1128,1930,1852
1957,730,707,2105,1824,291,2127,1846,514,1944,1862
1958,657,563,1125,1045,455,1967,1083,1459,1549,1326
1959,256,1923,451,613,1671,1237,787,1855,770,394
1960,1384,1483,520,915,1216,521,197,540,1187,856
1961,783,1843,1694,347,255,1215,2002,485,1635,1615
1962,1968,2109,1866,977,1791,821,1465,879,1914,233
1963,451,1309,1709,254,944,157,478,1916,156,1358
1964,1342,981,1933,693,2050,1594,99,1397,1685,1837
1965,1319,54,286,1331,1778,121,1218,1878,793,168
1966,96,1670,620,1525,430,227,1194,214,1704,783
1967,680,572,1302,255,1309,1181,602,356,1887,969
1968,349,1895,170,92,1318,1392,1141,2104,2023,2119
1969,1155,1062,938,1686,976,296,1094,102,1388,333
1970,2011,382,526,1943,1055,333,567,1158,1291,810
1971,1307,215,347,263,995,1757,1996,77,203,1642
1972,1675,961,1060,1138,1820,588,1480,1314,1524,1938
1973,26,835,1464,284,305,823,1351,1814,904,1144
1974,1371,1407,852,1550,1134,1247,577,4,1003,2138
1975,859,1503,1826,104,73,752,699,1095,487,1651
1976,1808,154,1261,159,75,2027,281,2,629,1031
1977,1136,104,413,632,1114,2030,151,2100,1138,1963
1978,1112,1116,293,2137,740,913,1016,1620,1200,2066
1979,539,23,284,29,520,150,1843,371,77,257
1980,169,584,24,654,1844,1160,1163,811,250,1623
1981,1591,1816,1846,2092,596,1151,1806,2102,899,729
1982,1797,860,86,1976,1207,803,1286,1042,1712,494
1983,1510,1613,905,585,1459,851,354,319,337,273
1984,1686,592,604,1404,1214,1244,450,1193,1484,1247
1985,1354,1827,1624,813,1727,475,797,350,990,290
1986,1558,1618,837,722,437,145,1537,1990,501,347
1987,1149,1828,1277,1451,1771,1004,1325,60,229,1643
1988,705,1755,703,911,1332,1272,196,1285,1878,2082
1989,1983,629,1211,2117,226,492,1126,242,406,878
1990,70,1538,528,960,1604,1005,1668,1428,936,1929
1991,217,1598,61,1851,185,1360,967,542,1219,207
1992,151,733,1605,151,180,566,1253,243,43,679
1993,310,2004,2117,1850,1792,840,1834,361,1555,2048
1994,1976,700,1132,636,313,448,1939,265,1751,1237
1995,1899,543,2087,2071,802,692,497,437,2126,696
1996,168,108,839,25,721,2068,1726,330,1942,978
1997,1535,1862,445,60,2062,494,1847,1148,1232,1329
1998,307,697,2062,2080,195,1387,1291,1639,407,839
1999,1420,637,1444,1366,1923,469,135,1041,1128,1565
2000,1641,870,1313,2,89,1188,104,276,588,777
